FILM SECTION,TITLE ENGLISH,TITLE ORIGINAL,COUNTRY,PRODUCTION YEAR,LANGUAGE,RUNTIME,COLOR,DIRECTOR,DIRECTOR BIO,PRODUCER,SCREENPLAY,DOP,EDITOR,CAST,LONG SYNOPSIS ENGLISH,PREMIERE,AWARDS,FESTIVAL HISTORY,LINK TRAILER,TAGS,SALES,Drive Link to Director Image,Drive Link to Film Stills,Drive Link to Poster ( If Applicable ),Drive Link to Press Kit,Instagram,Twitter,Facebook,Award Year
Best Debut Feature Film of a Director,To A Land Unknown,,"United Kingdom, France, Germany, Netherlands, Greece, Qatar, Saudi Arabia, Palestine",2024,"Arabic, Greek, English",105',Colour,Mahdi Fleifel,"Mahdi Fleifel is a Danish-
Palestinian filmmaker and visual
artist. His films often examine
the themes of social justice and the refugee 
experience. His debut feature
documentary, A World Not Ours
(2012), received over 30 awards
at various festivals. He received
a Silver Bear Jury Prize for his
short, A Man Returned, in 2016.","Geoff Arbourne, Mahdi Fleifel, Maria Drandaki, Layla Meijman, Maarten van der Ven, François Morisset","Mahdi Fleifel, Fyzal Boulifa, Jason McColgan",Thodoris Mihopoulos,Halim Sabbagh,"Mahmood Bakri,
Aram Sabbagh,
Angeliki Papoulia,
Mohammad Alsurafa,
Mouataz Alshalton,
Mohammad Ghassan,
Monzer Reyahnah,","After fleeing a camp in Lebanon, two Palestinian cousins are stranded in Athens, living in an underground limbo. Desperately seeking a way to reach Germany, they find themselves caught in an uncontrollable spiral. The film races along like an edgy thriller, tragic but stripped back. A compelling, uncompromising and nuanced look at the living conditions of migrants.",India Premiere,,"Cannes Film Festival, 2024, Ghent International Film Festival 2024, Toronto International Film Festival 2024,
San Sebastián International Film Festival 2024",TO A LAND UNKNOWN Trailer | TIFF 2024,"Thriller, Global Politics, Social Impact",Salaud Morisset,Portrait_Director_Mahdi Fleifel_© Ulysse del Drago_HR.jpg,To A Land Unknown,TO_A_LAND_UNKNOWN_120X160_DB.pdf,PressBook_TO A LAND UNKNOWN.pdf,https://x.com/nakbafilmworks,https://www.facebook.com/paddy.fleifel,,2024
Best Debut Feature Film of a Director,Gypsy,The Nomadic Tribe,India,2024,Marathi,120',Colour,Shashi Chandrakant Khandare,"Shashi Khandare, a Pune-based
writer and director, started as
a clapper boy, and later worked as an
associate director. His award-winning
short films Surma and
Gypsy have received accolades at many
international film festivals,
including Cannes.","Bolpat Nirmitee,
Shraddha Shashi Khandare",Shashi Chandrakant Khandare,Pravin Jalindar Sonavane,Akshay Shinde,Kabir Khandare,"Jotya, a boy born in an itinerant nomadic family, quests for a better life. Forced to beg for stale and rotten food every day, little Jotya has to make do with the smell of fresh food, something he has grown to cherish. While his pregnant mother struggles to make ends meet, Jotya becomes obsessed with a particular smell, a smell that will forever change his life.",,,,,,Bolpat Nirmitee,2. Gypsy_Director,,6. Gypsy_Poster,,https://x.com/ShashiC53392639,https://www.facebook.com/shashi.khandare/,,2024
Best Debut Feature Film of a Director,35 Chinna Katha Kaadu,,India,2024,Telugu,143',Colour,Nanda Kishore Emani,"Nanda Kishore Emani, a
chartered accountant turned
filmmaker from Visakhapatnam,
works in Telugu cinema in
Hyderabad. He is known for
directing 35-Chinna Katha
Kaadu , Pitta Kathalu and
Stand-Up Rahul.",WALTAIR PRODUCTIONS PVT LTD,Nanda Kishore Emani,Niketh Bommi,T. C. Prasanna,"Nivetha Thomas, Viswadev Rachakonda, Priyadarshi Pulikonda, Arun Dev Pothula, Gauthami","28-year-old homemaker Saraswathi and her husband Prasad, a bus conductor, live with their sons Arun and Varun in a modest home near the Tirupati temple. At 16, Saraswathi chose marriage over education, and her lack of formal schooling becomes a challenge when Arun struggles with his math homework. The situation worsens when Arun is suspended from school and asked to take a gap year. Overwhelmed, Arun tries to run away but is luckily found by Saraswathi's friend. Determined to help her son, Saraswathi begins learning math herself, a decision that will lead to significant personal and academic milestones. A film that underscores the power of perseverance, family support, and community intervention in overcoming adversity.",,,,35-Chinna Katha Kaadu Official Trailer | Nivetha Thomas | Viswadev R | Priyadarshi | Nanda Kishore - YouTube,,Waltair Productions Pvt Ltd,2. 35C_Director,1. 35C_Stills,6. 35C_Posters,,https://x.com/Nanduemani,,,2024
ICFT UNESCO,Crossing,Crossing,"Sweden, Denmark, France, Turkey, Georgia",2024,"Georgian, Turkish, English",105',Colour,Levan Akin,"Levan Akin's work explores class, gender and sexuality, across a range of forms. He is most known for And Then We Danced (2019) which premiered in the Quinzaine des Réalisateurs at the Cannes Film Festival and was Sweden’s official entry for the Oscars. He had directed the TV series, Real Humans (2012) and the series adaptation of American gothic horror Interview with the Vampire (2022-24).",Levan Akin,Mathilde Dedye,Lisabi Fridell,"Emma Lagrelius, Levan Akin","Mzia Arabuli, Lucas Kankava, Deniz Dumanlı","Lia, a retired teacher, made a promise to find her long lost niece Tekla. The search takes her to Istanbul, a beautiful city that seems full of connections and possibilities. There she meets Evrim, a lawyer fighting for trans rights, and Tekla starts to feel closer than ever. Two initially hesitant strangers overcome not only ideological but also internal boundaries on their mission and join forces.",India Premiere,"Teddy Jury Award, Berlin International Film Festival 2024","Tribeca Film Festival 2024, Karlovy Vary International Film Festival 2024,
Sarajevo Film Festival, 2024",TOTEM_CROSSING_TRL_TXT-ENG_169-177_1080p24-420_20-51-TUR_TXT-ENG_RXX_2401TIT1276.mp4,"De/Gendered, Social Impact",Totem Films,Director_LEVAN AKIN ©Sulejmen Peljto.jpg,Stills,CROSSING_70x100_Art_240130_Final_2.pdf,Crossing,@levanakin,,,2024
ICFT UNESCO,For Rana,For Rana,Iran,2024,Persian,87’,Colour,Iman Yazdi,"Iman Yazdi began his career as an Assistant Director in 2006 and later worked as a Line Producer and Executive Producer. His directorial works include the short films Homeless (2014), First Exit (2012), and After the Game (2011). For Rana is his first feature film.",Hossein Mahkam,Morteza Shaysteh,Roozbeh Rayga,Samaneh Sezavar,"Hamed Behdad, Pantea Panahiha","Aref lives with his wife and their daughter Rana. He intends to break the world record for the motorcycle ramp jump, but gets entangled in family events that put him in a dilemma.",India Premiere,,Busan International Film Festival 2024,3dfe1f4f-Raana_Teaser.mp4,Social Impact,Madako Pictures,Director's Pic.jpg,For Rana,Poster 034d2e03d4-poster.jpg,For Rana PRESS KIT.docx,@iman_yazdi,https://x.com/yazdi_iman,https://www.facebook.com/imana.yazdi,2024
ICFT UNESCO,Lesson Learned,Fekete Pont,Hungary,2024,Hungarian,119',Colour,Bálint Szimler,He studied at the University of Theatre and Film Arts in Budapest. His short film Itt vagyok (2010) was screened in Cannes' Cinéfondation and nominated for Best Short Film at the European Film Awards. Fekete pont is his feature fiction debut.,Bálint Szimler,Gábor Osváth,Marcell Rév,Zsófia Ördög,"Paul Mátis, Anna Mészöly, Ákos 'Dadan' Kovács, Inez Mátis, Gábor Ferenczi","Young teacher Juci attempts to challenge the outdated methods in her school, while new student Palkó, recently relocated from abroad, struggles to adapt to the demanding educational system. Their personal stories offer insight into an oppressive system, reflecting the broader Hungarian society.",Asia Premiere,"Pardo for Best Performance, Special Mention, Concorso Cineasti del Presente, Locarno Film Festival 2024",Locarno International Film Festival 2024,LESSON-LEARNED_TRAILER-international.mp4,"Social Impact, Festival Hits",Filmfabriq,1_Balint_Szimler_photo-by-Lidia-Paseczki.jpg,Stills,Unavailable,Unavailable,,,https://www.facebook.com/szimler.balint/,2024
ICFT UNESCO,Meeting With Pol Pot,Rendez-vous Avec Pol Pot,"France, Cambodia, Taïwan, Qatar, Turkey",2024,"French, Cambodian",113',Colour,Rithy Panh,"At the age of 11, like all
Cambodians, Rithy Panh was
interned in Khmer Rouge camps
for rehabilitation through
labor. He moved to France,
and in 1985 entered the IDHEC
film school. His filmography
includes Irradiated (2020,
Berlinale – Golden Bear for Best
Documentary), The Missing
Picture (2013, Festival de
Cannes – Un Certain Regard,
Winner of Best Film; Oscar
2014, Nominee, Best Foreign
Language Film) among others.","Pierre Erwan Guillaume, Rithy Panh, Elizabeth Becker (Author, When the War Was Over: Cambodia and the Khmer Rouge Revolution)","Catherine Dussart, Rithy Panh, Justine O., Roger Huang, Fatma Hassan Alremaihi, Hanaa Issa, Mehmet Zahid Sobaci, Muhammed Ziyad Varol, Mirsad Purivatra, Jovan Marjanović, Georges-Marc Benamou","Aymerick Pilarski, Mesa Prum","Rithy Panh, Matthieu Laclau","Irène Jacob, Grégoire Colin, Cyril Guei, Bunhok Lim, Somaline Mao","Democratic Kampuchea (Cambodia),1978. Three French journalists are invited by the Khmer Rouge to conduct an exclusive interview of the regime’s leader, Pol Pot. The country seems ideal. But behind the Potemkin village, the Khmer Rouge regime is declining and the war with Vietnam threatens to invade the country. The regime is looking for culprits, secretly carrying out a large scale genocide. Under the eyes of the journalists, the beautiful picture cracks, revealing the horror within. Freely inspired by journalist Elizabeth Becker’s account in When The War Was Over.",India Premiere,,Cannes Film Festival 2024,https://mubi.com/en/films/meeting-with-pol-pot/trailer,"Historical, Global Politics",Playtime,director portrait RP.jpg,Stills,Poster.jpg,Press Kit,@rithypanh,https://x.com/RPanh,https://www.facebook.com/profile.php?id=100063867454023,2024
ICFT UNESCO,Satu - Year of the Rabbit,ສາທຸ ປີກະຕ່າຍ,Laos,2024,Lao,93’,Colour,Joshua Trigg,"Joshua Trigg has worked the last decade mostly across Asia. He is known for his storytelling, high-end TV commercials and award-winning narrative and documentary. Satu - Year of the Rabbit is his debut feature film.",Joshua Trigg,Lee Phongsavanh,James Chegwyn,Nick Saunders,"Itthiphone Sonepho, Vanthiva Saysana","Bo, a Laotian teenager with an abusive father, wants to study journalism at the University of Hanoi, Vietnam. As part of the application, she needs to send in a photojournalistic piece. Inspired by a project that could see her escape grimness, she sets off on a journey that takes her to the Pha Tang Temple, where she meets the young orphan Satu, taken in as a baby by the head monk. As the village tries to sort out the problem of unexploded bombs unearthed by floods, Bo agrees to head north with Satu in search of his mother – Satu hoping to find answers, Bo looking to carve out a story.",India Premiere,"Best Debut Director, Raindance Film Festival 2024 I South East Asia Winner, Cambodia International Film Festival 2024","Raindance Film Festival 2024, Cambodia International Film Festival 2024",https://vimeo.com/700768598,"Coming of age, De/Gendered",Geronimo Boy Film,441936111_3899418147050377_4319698052844354966_n.jpg,Satu,imdb-new-poster-satu.jpg,,https://www.instagram.com/triggerrrrrrrrrrrr,,https://www.facebook.com/people/Joshua-Trigg/100009466900341/?_rdr,2024
ICFT UNESCO,Transamazonia,Transamazonia,"France, Germany, Switzerland, Taiwan, Brazil",2024,"English, Portuguese",112’,Colour,Pia Marais,"Pia Marais is a writer and director from South Africa and Sweden. She has written and directed three feature films. Her feature debut, The Unpolished (2007), won the Tiger Award at the Rotterdam Film Festival; Im Alter von Ellen (2010) screened in competition at Locarno and at more than 30 festivals, including TIFF. Layla Fourie (2013) premiered in competition at the Berlinale, receiving a Special Jury Mention. Transamazonia is her fourth feature film.","Pia Marais, Martin Rosefeldt, Willem Droste","Pia Marais, Martin Rosefeldt, Willem Droste",Mathieu De Montgrand,"Matthieu Laclau, Yann-Shan Tsai","Helena Zengel, Jeremy Xido, Joao Vitor Xavante, Pira Assurini, Hama Vieira, Sabine Timoteo","Rebecca, the daughter of missionary Lawrence Byrne, was declared a “miracle” after she survived a plane crash as a child, deep in the Amazon forest. Years later, Rebecca has become a miracle healer, sustaining their mission thanks to her growing fame. But when illegal loggers invade the land belonging to the indigenous people they’re evangelizing, Rebecca’s father maneuvers them into the epicenter of this escalating conflict.",India Premiere,,"Locarno Film Festival, 2024, Toronto International Film Festival 2024,
New York Film Festival 2024",Transamazonia (2024) | Pia Marais | OFFICIAL TRAILER - YouTube,"Ecology, Global Politics, Films by Women",The Party Film Sales,Pia image.jpg,Transamazonia,Stillsk,Presskit-TRANSAMAZONIA-V4.pdf,https://www.instagram.com/pia.marais,,,2024
ICFT UNESCO,Unsinkable,Synkefri,Denmark,2023,Danish,103',Colour,Christian Andersen,"Unsinkable is director Christian Andersen’s second feature. His first feature was the thriller None Shall Sleep (2019). Unsinkable is a personal film project inspired by the real RF2 accident in 1981, Northern Denmark.","Christian Andersen, Martin Strange-Hansen","Jesper Jørgensen, Hanna Rosland",Loui Ladegaard,Martin Anthon Sørensen,"Sylvester Byder, Johanne Louise Schmidt, Anders Brinck, Ellen Rovsing Knudsen, Sofie Torp, Lars Topp, Henrik Birch, Esben Dalgaard, Iben Dorner","In 1981, the newly built and supposedly unsinkable rescue boat RF2 tragically sank during one of its initial rescue missions, resulting in the loss of nine lives. Henrik, the son of RF2's captain, initiates an investigation as his father is held responsible for the accident. However, he encounters resistance from the town's fishermen, who are concerned about potential job losses, as well as the authorities, who fear a public scandal. Meanwhile, grief looms over Henrik's family, threatening to tear them apart. A film inspired by true events.",India Premiere,,Bodil Awards 2024,,"Thriller, Historical",Picture Tree International,https://drive.google.com/drive/folders/1HpQMy0t3MevhwXLOqlBay2_HEQd6v_w_?usp=drive_link,https://drive.google.com/drive/folders/1HpQMy0t3MevhwXLOqlBay2_HEQd6v_w_?usp=drive_link,https://www.imdb.com/title/tt28350617/,,,,,2024
